"SpecimenCode","XID","CollectionCode","Site","Tree","Tray","DateCollected","Class","Order","Family","SpeciesCode","Genus","species","trophic","Origin","Stage","Lengthmm","Abundance","IND_BIOM"
"5093-002",7549,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature","4",1,0.7817
"5093-003",7550,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature","2",1,0.1186
"5094-001",7551,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Lygaeidae","nesefasc","Neseis","fasciata","H","endemic","adult","3",1,0.3623
"5094-002",7552,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Lygaeidae","glypnsp1","Glyptonysius","n_sp_1","H","endemic","adult","4",1,0.6562
"5094-003",7553,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"5094-003",7553,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"5094-004",7554,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","5",1,1.3333
"5094-004",7554,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","5",1,1.3333
"5094-005",7555,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","3",1,0.408
"5094-006",7556,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","2",1,0.1594
"5095-001",7557,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"5095-001",7557,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"5095-001",7557,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"5095-002",7558,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Pipunculidae","cephinje","Cephalops","injectivus","P","endemic","adult","4",1,0.5417
"5095-003",7559,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","10",1,1.5581
"5095-003",7559,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","10",1,1.5581
"5095-004",7560,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult","3",1,0.2584
"5095-005",7561,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult","3",1,0.2584
"5095-005",7561,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult","3",1,0.2584
"5095-005",7561,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult","3",1,0.2584
"5095-006",7562,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Diptera","Drosophilidae","drossord","Drosophila","sordidapex","D","endemic","adult","3",1,0.2584
"5096-001",7563,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",".",1,7.876
"5096-002",7564,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",".",1,7.876
"5096-003",7565,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",".",1,7.876
"5096-004",7566,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",".",1,7.876
"5096-005",7567,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",".",1,7.876
"5096-006",7568,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Staphylinidae","aleospu1","Aleochara","sp_1","P","adventive","adult","5",1,1.1195
"5096-007",7569,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Staphylinidae","oligspu4","Oligota","sp_4","P","endemic","adult","1",1,0.0763
"5096-008",7570,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",".",1,0.486
"5096-009",7571,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",".",1,0.486
"5096-010",7572,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",".",1,0.486
"5096-011",7573,"LA97B03-2","LA",3,2,"11/6/1997","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",".",1,0.486
"5097-001",7574,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult","5",1,1.4853
"5097-002",7575,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Cicadellidae","nesogiff","Nesophrosyne","giffardi","H","endemic","adult","5",1,1.0568
"5097-002",7575,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Cicadellidae","nesogiff","Nesophrosyne","giffardi","H","endemic","adult","5",1,1.0568
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-003",7576,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"5097-004",7577,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","2",1,0.1399
"5097-004",7577,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","2",1,0.1399
"5097-004",7577,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","2",1,0.1399
"5097-005",7578,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","3",1,0.4289
"5097-005",7578,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","3",1,0.4289
"5097-005",7578,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","3",1,0.4289
"5098-001",7579,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","immature","3",1,0.4165
"5098-002",7580,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","immature","2",1,0.1178
"5098-002",7580,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","immature","2",1,0.1178
"5098-002",7580,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","immature","2",1,0.1178
"5098-002",7580,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","immature","2",1,0.1178
"5098-003",7581,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","palinsp1","Palistreptus","n_sp_1","D","endemic","adult","2",1,0.1178
"5098-004",7582,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","kilaspu4","Kilauella","sp_4","D","endemic","adult","1",1,0.0136
"5098-005",7583,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult","2",1,0.1178
"5098-006",7584,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","immature","2",1,0.1178
"5098-006",7584,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","immature","2",1,0.1178
"5099-001",7585,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Theridiidae","therprae","Theridion","praetextum","P","endemic","adult","4",1,1.9146
"5099-002",7586,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Theridiidae","therprae","Theridion","praetextum","P","endemic","immature","2",1,0.2523
"5099-003",7587,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Philodromidae","pagiatom","Pagiopalus","atomarius","P","endemic","immature","2",1,0.2523
"5099-004",7588,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","P","adventive","immature","1",1,0.0433
"5099-005",7589,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Theridiidae","argyspu1","Argyrodes","sp_1","P","endemic","immature","1",1,0.0433
"5099-006",7590,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetranue","Tetragnatha","anuenue","P","endemic","immature","3",1,0.5227
"5099-007",7591,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetranue","Tetragnatha","anuenue","P","endemic","immature","2",1,0.1971
"5099-008",7592,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","2",1,0.1971
"5099-009",7593,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","3",1,0.5227
"5099-009",7593,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","3",1,0.5227
"5099-010",7594,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","4",1,1.0444
"5099-011",7595,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","5",1,1.7866
"5099-011",7595,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","5",1,1.7866
"5099-011",7595,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","5",1,1.7866
"5099-012",7596,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","adult","6",1,2.7703
"5100-001",7597,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Acari","Anystidae","anysgsu1","Anystidae_g","sp_1","P","adventive","adult","1",1,0.0112
"5100-001",7597,"LA97B02-2","LA",2,2,"11/6/1997","Arachnida","Acari","Anystidae","anysgsu1","Anystidae_g","sp_1","P","adventive","adult","1",1,0.0112
"5102-001",7598,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","P","endemic","adult","3",1,0.1905
"5103-001",7599,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Thysanoptera","Thripidae","helihaem","Heliothrips","haemorrhoidalis","H","adventive","adult","1",1,0.0056
"5103-002",7600,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","adult","1",1,0.0175
"5103-003",7601,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Flatidae","siphacut","Siphanta","acuta","H","adventive","immature","4",1,0.727
"5103-004",7602,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Pyralidae","pyrajsu5","Pyralidae_g","larval sp_5","H","undetermined","immature","3",1,0.1941
"5103-005",7603,"LA97B02-2","LA",2,2,"11/6/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature","3",1,0.3192
"5103-006",7604,"LA97B02-2","LA",2,2,"11/6/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult","8",1,4.831
"5103-007",7605,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Thysanoptera","Phlaeothripidae","hoplswez","Hoplothrips","swezeyi","D","endemic","adult","2",1,0.0396
"5103-008",7606,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","adult","2",1,0.1084
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-009",7607,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-010",7608,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-011",7609,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-011",7609,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-011",7609,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-011",7609,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","2",1,0.1084
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-012",7610,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature","1",1,0.0175
"5103-013",7611,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Pyralidae","pyrajsu5","Pyralidae_g","larval sp_5","H","undetermined","immature","6",1,0.6439
"5103-014",7612,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Pyralidae","pyrajsu5","Pyralidae_g","larval sp_5","H","undetermined","immature","8",1,1.0591
"5103-014",7612,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Pyralidae","pyrajsu5","Pyralidae_g","larval sp_5","H","undetermined","immature","8",1,1.0591
"5103-015",7613,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","4",1,0.3193
"5103-016",7614,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","6",1,0.6439
"5103-016",7614,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","6",1,0.6439
"5103-017",7615,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","9",1,1.2985
"5103-017",7615,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","9",1,1.2985
"5103-018",7616,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","11",1,1.8374
"5103-018",7616,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","11",1,1.8374
"5103-019",7617,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Lepidoptera","Carposinidae","carpjsu2","Carposina","larval sp_2","H","endemic","immature","4",1,0.3193
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"5104-001",7618,"LA97B02-2","LA",2,2,"11/6/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
